Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"23.11.2023 14:18"
Zeitbezug:;MEZ
Messstellen-Name:;"Brücke oberhalb Mündung"
Messstellen-Nr.:;12857
Gewässer:;Alzkanal
Ostwert:;786788;Nordwert:;5344787;"ETRS89 / UTM Zone 32N"

Datum;"NO3 [mg/l]";"o-PO4-P [mg/l]";Prüfstatus
"2015-11-23 12:00:00";5,8;0,008;Geprueft
"2015-12-14 09:50:00";5,3;0,006;Geprueft
"2016-01-12 09:30:00";5,3;0,018;Geprueft
"2016-02-08 09:30:00";4,4;0,007;Geprueft
"2016-03-07 10:30:00";4,4;"< BG";Geprueft
"2016-04-04 09:25:00";3,7;"< BG";Geprueft
"2016-05-09 10:50:00";4,00;"< BG";Geprueft
"2016-06-06 10:45:00";3,7;0,006;Geprueft
"2016-07-04 11:00:00";3,6;"< BG";Geprueft
"2016-08-01 10:55:00";3,7;0,006;Geprueft
"2016-11-21 11:40:00";4,4;0,008;Geprueft
"2016-12-12 12:00:00";5,8;0,008;Geprueft
"2017-01-09 12:20:00";6,7;0,008;Geprueft
"2017-02-06 11:00:00";5,6;0,01;Geprueft
"2017-03-06 10:10:00";4,3;0,007;Geprueft
"2017-04-03 10:20:00";4,1;"< BG";Geprueft
"2017-05-08 10:45:00";3,9;"< BG";Geprueft
"2017-05-29 10:30:00";5,1;"< BG";Geprueft
"2017-06-26 10:55:00";5,3;0,006;Geprueft
"2017-07-24 11:00:00";4,00;0,005;Geprueft
"2017-08-28 11:50:00";3,4;"< BG";Geprueft
"2017-09-18 11:10:00";3,8;"< BG";Geprueft
"2017-10-16 10:32:00";4,00;"< BG";Geprueft
"2017-11-13 11:20:00";3,8;0,007;Geprueft
"2017-12-11 11:00:00";;"< BG";Geprueft
"2018-01-15 10:55:00";4,3;0,006;Geprueft
"2018-02-20 10:10:00";5,6;"< BG";Geprueft
"2018-03-19 11:00:00";5,2;"< BG";Geprueft
"2018-04-16 10:20:00";3,9;"< BG";Geprueft
"2018-05-14 10:47:00";4,1;0,007;Geprueft
"2018-06-11 10:30:00";4,4;0,006;Geprueft
"2018-07-09 10:55:00";3,1;"< BG";Geprueft
"2018-07-30 09:45:00";3,2;"< BG";Geprueft
"2018-08-27 10:55:00";5,2;0,008;Geprueft
